Rk,Player,SO,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Pos,Player-additional
124,Dylan Bundy,94,2022,29,MIN,AL,8,8,.500,16,4.89,29,29,0,0,0,140.0,151,79,76,24,28,0,94,3,0,3,595,80,4.66,1.279,9.7,1.5,1.8,6.0,3.36,1,bundydy01
125,Erick Fedde,94,2022,29,WSN,NL,6,13,.316,19,5.81,27,27,0,0,0,127.0,149,84,82,21,58,0,94,0,0,6,573,68,5.15,1.630,10.6,1.5,4.1,6.7,1.62,1,feddeer01
126,Ryan Helsley,94,2022,27,STL,NL,9,1,.900,10,1.25,54,0,0,0,19,64.2,28,11,9,6,20,1,94,0,0,1,239,313,2.34,0.742,3.9,0.8,2.8,13.1,4.70,1,helslry01
127,A.J. Minter,94,2022,28,ATL,NL,5,4,.556,9,2.06,75,0,0,0,5,70.0,49,21,16,5,15,0,94,3,0,3,271,200,2.13,0.914,6.3,0.6,1.9,12.1,6.27,1,minteaj01
128,Paolo Espino,92,2022,35,WSN,NL,0,9,.000,9,4.84,42,19,1,0,0,113.1,131,64,61,24,24,0,92,2,0,1,487,81,4.93,1.368,10.4,1.9,1.9,7.3,3.83,1,espinpa01
129,Mike Clevinger,91,2022,31,SDP,NL,7,7,.500,14,4.33,23,22,0,0,0,114.1,102,56,55,20,35,0,91,10,0,3,485,87,4.97,1.198,8.0,1.6,2.8,7.2,2.60,1,clevimi01
130,Drew Smyly,91,2022,33,CHC,NL,7,8,.467,15,3.47,22,22,0,0,0,106.1,101,46,41,16,26,0,91,5,0,3,447,121,4.23,1.194,8.5,1.4,2.2,7.7,3.50,1,smylydr01
131,Brock Burke,90,2022,25,TEX,AL,7,5,.583,12,1.97,52,0,0,0,0,82.1,63,25,18,9,24,1,90,2,1,2,328,202,3.29,1.057,6.9,1.0,2.6,9.8,3.75,1,burkebr01
132,Braxton Garrett,90,2022,24,MIA,NL,3,7,.300,10,3.58,17,17,0,0,0,88.0,86,38,35,9,24,1,90,10,0,2,373,115,3.56,1.250,8.8,0.9,2.5,9.2,3.75,1,garrebr01
133,Tanner Scott,90,2022,27,MIA,NL,4,5,.444,9,4.31,67,0,0,0,20,62.2,55,34,30,5,46,1,90,4,0,3,289,96,3.67,1.612,7.9,0.7,6.6,12.9,1.96,1,scottta01
134,Zach Thompson,90,2022,28,PIT,NL,3,10,.231,13,5.18,29,22,0,0,0,121.2,138,76,70,19,46,0,90,3,0,5,543,79,4.87,1.512,10.2,1.4,3.4,6.7,1.96,1,thompza01
135,Austin Voth,90,2022,30,BALWSN,ALNL,5,4,.556,9,4.34,41,17,0,0,0,101.2,111,52,49,14,31,0,90,3,0,5,442,90,4.13,1.397,9.8,1.2,2.7,8.0,2.90,1,vothau01
136,Paul Blackburn,89,2022,28,OAK,AL,7,6,.538,13,4.28,21,21,0,0,0,111.1,110,53,53,15,30,2,89,5,0,1,467,86,4.21,1.257,8.9,1.2,2.4,7.2,2.97,1,blackpa01
137,Jhoan Duran,89,2022,24,MIN,AL,2,4,.333,6,1.86,57,0,0,0,8,67.2,50,15,14,6,16,3,89,4,0,6,266,210,2.52,0.975,6.7,0.8,2.1,11.8,5.56,1,duranjh01
138,Bryan Abreu,88,2022,25,HOU,AL,4,0,1.000,4,1.94,55,0,0,0,2,60.1,45,16,13,2,26,0,88,4,0,7,248,198,2.12,1.177,6.7,0.3,3.9,13.1,3.38,1,abreubr01
139,Félix Bautista,88,2022,27,BAL,AL,4,4,.500,8,2.19,65,0,0,0,15,65.2,38,18,16,7,23,1,88,1,0,2,253,178,2.91,0.929,5.2,1.0,3.2,12.1,3.83,1,bautife01
140,Dean Kremer,87,2022,26,BAL,AL,8,7,.533,15,3.23,22,21,1,1,0,125.1,123,48,45,11,34,0,87,5,0,5,512,121,3.80,1.253,8.8,0.8,2.4,6.2,2.56,1,kremede01
141,Roansy Contreras,86,2022,22,PIT,NL,5,5,.500,10,3.79,21,18,0,0,0,95.0,82,45,40,13,39,1,86,2,0,11,408,107,4.38,1.274,7.8,1.2,3.7,8.1,2.21,1,contrro01
142,Jake Odorizzi,86,2022,32,ATLHOU,ALNL,6,6,.500,12,4.40,22,22,0,0,0,106.1,106,58,52,14,35,1,86,3,0,2,453,90,4.28,1.326,9.0,1.2,3.0,7.3,2.46,1,odorija01
143,Freddy Peralta,86,2022,26,MIL,NL,4,4,.500,8,3.58,18,17,0,0,0,78.0,54,31,31,6,27,0,86,3,0,1,317,113,3.06,1.038,6.2,0.7,3.1,9.9,3.19,1,peralfr01
144,Liam Hendriks,85,2022,33,CHW,AL,4,4,.500,8,2.81,58,0,0,0,37,57.2,44,22,18,7,16,1,85,2,0,8,235,142,2.68,1.040,6.9,1.1,2.5,13.3,5.31,1,hendrli01
145,Kenley Jansen,85,2022,34,ATL,NL,5,2,.714,7,3.38,65,0,0,0,41,64.0,45,25,24,8,22,3,85,2,1,1,260,122,3.21,1.047,6.3,1.1,3.1,12.0,3.86,1,janseke01
146,Michael Lorenzen,85,2022,30,LAA,AL,8,6,.571,14,4.24,18,18,0,0,0,97.2,81,48,46,11,44,0,85,4,0,3,411,95,4.31,1.280,7.5,1.0,4.1,7.8,1.93,1,lorenmi01
147,Chris Archer,84,2022,33,MIN,AL,2,8,.200,10,4.56,25,25,0,0,0,102.2,87,56,52,12,48,0,84,3,0,3,437,86,4.49,1.315,7.6,1.1,4.2,7.4,1.75,1,archech01
148,Ryan Feltner,84,2022,25,COL,NL,4,9,.308,13,5.83,20,19,0,0,0,97.1,102,65,63,16,35,0,84,5,0,4,428,80,4.76,1.408,9.4,1.5,3.2,7.8,2.40,1,feltnry01
149,Emilio Pagán,84,2022,31,MIN,AL,4,6,.400,10,4.43,59,0,0,0,9,63.0,60,36,31,12,26,2,84,1,0,3,274,88,4.21,1.365,8.6,1.7,3.7,12.0,3.23,1,paganem01
150,Taylor Rogers,84,2022,31,MILSDP,NL,4,8,.333,12,4.76,66,0,0,0,31,64.1,57,38,34,7,19,2,84,11,0,1,274,82,3.31,1.181,8.0,1.0,2.7,11.8,4.42,1,rogerta01
151,Trevor Williams,84,2022,30,NYM,NL,3,5,.375,8,3.21,30,9,0,0,1,89.2,87,34,32,12,23,1,84,4,0,1,372,120,3.88,1.227,8.7,1.2,2.3,8.4,3.65,1,willitr01
152,Alexis Díaz,83,2022,25,CIN,NL,7,3,.700,10,1.84,59,0,0,0,10,63.2,28,18,13,5,33,3,83,5,0,7,255,237,3.32,0.958,4.0,0.7,4.7,11.7,2.52,1,diazal03
153,Matt Moore,83,2022,33,TEX,AL,5,2,.714,7,1.95,63,0,0,0,5,74.0,49,20,16,3,38,2,83,1,0,8,304,205,2.98,1.176,6.0,0.4,4.6,10.1,2.18,1,moorema02
154,Alex Lange,82,2022,26,DET,AL,7,4,.636,11,3.41,71,0,0,0,0,63.1,47,30,24,5,31,1,82,5,0,15,271,115,3.25,1.232,6.7,0.7,4.4,11.7,2.65,1,langeal01
155,Trevor Richards,82,2022,29,TOR,AL,3,2,.600,5,5.34,62,4,0,0,0,64.0,57,41,38,9,35,1,82,1,0,3,281,72,4.07,1.438,8.0,1.3,4.9,11.5,2.34,1,richatr01
156,Trevor Stephan,82,2022,26,CLE,AL,6,5,.545,11,2.69,66,0,0,0,3,63.2,57,24,19,3,18,2,82,4,0,3,267,141,2.19,1.178,8.1,0.4,2.5,11.6,4.56,1,stephtr01
157,Garrett Whitlock,82,2022,26,BOS,AL,4,2,.667,6,3.45,31,9,0,0,6,78.1,65,32,30,10,15,0,82,1,0,2,311,122,3.29,1.021,7.5,1.1,1.7,9.4,5.47,1,whitlga01
158,José Alvarado,81,2022,27,PHI,NL,4,2,.667,6,3.18,59,0,0,0,2,51.0,38,21,18,2,24,4,81,1,0,5,214,126,1.92,1.216,6.7,0.4,4.2,14.3,3.38,1,alvarjo03
159,Josh Hader,81,2022,28,MILSDP,NL,2,5,.286,7,5.22,56,0,0,0,36,50.0,43,30,29,8,21,0,81,4,0,5,219,77,3.45,1.280,7.7,1.4,3.8,14.6,3.86,1,haderjo01
160,David Robertson,81,2022,37,CHCPHI,NL,4,3,.571,7,2.40,58,0,0,0,20,63.2,39,18,17,6,35,1,81,3,0,4,264,173,3.58,1.162,5.5,0.8,4.9,11.5,2.31,1,roberda08
161,Camilo Doval,80,2022,24,SFG,NL,6,6,.500,12,2.53,68,0,0,0,27,67.2,54,27,19,4,30,2,80,3,0,4,286,156,2.98,1.241,7.2,0.5,4.0,10.6,2.67,1,dovalca01
162,Caleb Thielbar,80,2022,35,MIN,AL,4,3,.571,7,3.49,67,0,0,0,1,59.1,51,26,23,5,18,1,80,0,2,1,245,112,2.42,1.163,7.7,0.8,2.7,12.1,4.44,1,thielca01
163,Jake Diekman,79,2022,35,BOSCHW,AL,5,4,.556,9,4.99,70,0,0,0,1,57.2,52,40,32,9,42,2,79,8,0,7,269,83,5.00,1.630,8.1,1.4,6.6,12.3,1.88,1,diekmja01
164,Hector Neris,79,2022,33,HOU,AL,6,4,.600,10,3.72,70,0,0,0,3,65.1,49,29,27,3,17,0,79,6,1,6,263,103,2.35,1.010,6.8,0.4,2.3,10.9,4.65,1,nerishe01
165,Adam Ottavino,79,2022,36,NYM,NL,6,3,.667,9,2.06,66,0,0,0,3,65.2,48,15,15,6,16,2,79,5,0,7,258,188,2.85,0.975,6.6,0.8,2.2,10.8,4.94,1,ottavad01
166,Alex Vesia,79,2022,26,LAD,NL,5,0,1.000,5,2.15,63,0,0,0,1,54.1,37,14,13,2,24,1,79,2,0,2,227,188,2.12,1.123,6.1,0.3,4.0,13.1,3.29,1,vesiaal01
167,Bryse Wilson,79,2022,24,PIT,NL,3,9,.250,12,5.52,25,20,0,0,0,115.2,132,80,71,20,32,1,79,9,0,2,509,74,5.06,1.418,10.3,1.6,2.5,6.1,2.47,1,wilsobr02
168,Andrew Bellatti,78,2022,30,PHI,NL,4,4,.500,8,3.31,59,1,0,0,2,54.1,47,25,20,5,25,1,78,1,0,1,230,121,2.87,1.325,7.8,0.8,4.1,12.9,3.12,1,bellaan01
169,Dakota Hudson,78,2022,27,STL,NL,8,7,.533,15,4.45,27,26,0,0,0,139.2,141,71,69,9,61,0,78,9,0,4,596,88,4.34,1.446,9.1,0.6,3.9,5.0,1.28,1,hudsoda02
170,Raisel Iglesias,78,2022,32,ATLLAA,ALNL,2,6,.250,8,2.47,67,0,0,0,17,62.0,46,20,17,5,14,1,78,3,0,3,246,166,2.47,0.968,6.7,0.7,2.0,11.3,5.57,1,iglesra01
171,Griffin Jax,78,2022,27,MIN,AL,7,4,.636,11,3.36,65,0,0,0,1,72.1,56,29,27,7,20,3,78,3,0,2,290,116,3.17,1.051,7.0,0.9,2.5,9.7,3.90,1,jaxgr01
172,Mitch White,78,2022,27,LADTOR,ALNL,1,7,.125,8,5.45,25,18,0,0,0,99.0,110,62,60,9,35,0,78,3,0,5,440,73,3.87,1.465,10.0,0.8,3.2,7.1,2.23,1,whitemi03
173,Keegan Akin,77,2022,27,BAL,AL,3,3,.500,6,3.20,45,1,0,0,2,81.2,69,35,29,10,20,0,77,1,0,1,329,122,3.59,1.090,7.6,1.1,2.2,8.5,3.85,1,akinke01
174,Scott Barlow,77,2022,29,KCR,AL,7,4,.636,11,2.18,69,0,0,0,24,74.1,52,23,18,9,22,1,77,3,0,5,290,188,3.62,0.996,6.3,1.1,2.7,9.3,3.50,1,barlosc01
175,Emmanuel Clase,77,2022,24,CLE,AL,3,4,.429,7,1.36,77,0,0,0,42,72.2,43,18,11,3,10,2,77,1,0,4,271,278,1.98,0.729,5.3,0.4,1.2,9.5,7.70,1,claseem01
176,Kutter Crawford,77,2022,26,BOS,AL,3,6,.333,9,5.47,21,12,0,0,0,77.1,81,49,47,12,29,1,77,2,1,4,334,77,4.34,1.422,9.4,1.4,3.4,9.0,2.66,1,crawfku01
177,Joe Jiménez,77,2022,27,DET,AL,3,2,.600,5,3.49,62,0,0,0,2,56.2,49,24,22,4,13,0,77,0,0,0,231,112,2.00,1.094,7.8,0.6,2.1,12.2,5.92,1,jimenjo02
178,Evan Phillips,77,2022,27,LAD,NL,7,3,.700,10,1.14,64,0,0,0,2,63.0,33,11,8,2,15,1,77,3,0,0,233,353,1.94,0.762,4.7,0.3,2.1,11.0,5.13,1,phillev01
179,Bryan Baker,76,2022,27,BAL,AL,4,3,.571,7,3.49,66,2,0,0,1,69.2,60,29,27,3,26,1,76,3,0,2,291,112,2.74,1.234,7.8,0.4,3.4,9.8,2.92,1,bakerbr01
180,Mike Minor,76,2022,34,CIN,NL,4,12,.250,16,6.06,19,19,0,0,0,98.0,120,72,66,24,40,4,76,7,0,2,455,72,6.18,1.633,11.0,2.2,3.7,7.0,1.90,1,minormi01
181,Penn Murfee,76,2022,28,SEA,AL,4,0,1.000,4,2.99,64,1,0,0,0,69.1,48,23,23,7,18,1,76,2,0,2,272,124,3.10,0.952,6.2,0.9,2.3,9.9,4.22,1,murfepe01
182,A.J. Puk,76,2022,27,OAK,AL,4,3,.571,7,3.12,62,0,0,0,4,66.1,53,27,23,7,23,3,76,10,1,6,281,119,3.68,1.146,7.2,0.9,3.1,10.3,3.30,1,pukaj01
183,Tyler Wells,76,2022,27,BAL,AL,7,7,.500,14,4.25,23,23,0,0,0,103.2,90,49,49,16,28,0,76,2,0,0,423,92,4.52,1.138,7.8,1.4,2.4,6.6,2.71,1,wellsty01
184,Jason Adam,75,2022,30,TBR,AL,2,3,.400,5,1.56,67,0,0,0,8,63.1,31,12,11,5,17,2,75,6,0,2,237,235,2.86,0.758,4.4,0.7,2.4,10.7,4.41,1,adamja01
185,Edward Cabrera,75,2022,24,MIA,NL,6,4,.600,10,3.01,14,14,0,0,0,71.2,44,24,24,10,33,0,75,9,0,2,291,137,4.59,1.074,5.5,1.3,4.1,9.4,2.27,1,cabreed02
186,Collin McHugh,75,2022,35,ATL,NL,3,2,.600,5,2.60,58,0,0,0,0,69.1,51,20,20,5,14,1,75,5,0,3,272,159,2.71,0.938,6.6,0.6,1.8,9.7,5.36,1,mchugco01
187,Matt Bush,74,2022,36,MILTEX,ALNL,2,3,.400,5,3.47,65,6,0,0,3,59.2,43,31,23,11,18,2,74,3,0,4,244,116,4.08,1.022,6.5,1.7,2.7,11.2,4.11,1,bushma01
188,Jesse Chavez,74,2022,38,ATLCHCLAA,ALNL,4,3,.571,7,3.76,60,1,0,0,0,69.1,71,34,29,8,20,0,74,1,1,2,292,110,3.39,1.313,9.2,1.0,2.6,9.6,3.70,1,chaveje01
189,Steve Cishek,74,2022,36,WSN,NL,1,4,.200,5,4.21,69,0,0,0,1,66.1,54,33,31,11,27,1,74,13,0,3,287,94,4.85,1.221,7.3,1.5,3.7,10.0,2.74,1,cishest01
190,Bailey Falter,74,2022,25,PHI,NL,6,4,.600,10,3.86,20,16,0,0,0,84.0,85,39,36,16,17,0,74,6,0,2,349,103,4.65,1.214,9.1,1.7,1.8,7.9,4.35,1,falteba01
191,Chris Martin,74,2022,36,CHCLAD,NL,4,1,.800,5,3.05,60,0,0,0,2,56.0,50,20,19,6,5,1,74,1,1,7,225,136,2.18,0.982,8.0,1.0,0.8,11.9,14.80,1,martich02
192,John Schreiber,74,2022,28,BOS,AL,4,4,.500,8,2.22,64,0,0,0,8,65.0,45,19,16,3,19,0,74,4,0,4,257,190,2.50,0.985,6.2,0.4,2.6,10.2,3.89,1,schrejo01
193,Anthony Bass,73,2022,34,MIATOR,ALNL,4,3,.571,7,1.54,73,0,0,0,0,70.1,51,15,12,6,20,1,73,0,0,2,275,264,3.00,1.009,6.5,0.8,2.6,9.3,3.65,1/DH,bassan01
194,Giovanny Gallegos,73,2022,30,STL,NL,3,6,.333,9,3.05,57,0,0,0,14,59.0,42,23,20,6,18,1,73,0,1,2,235,128,2.87,1.017,6.4,0.9,2.7,11.1,4.06,1,gallegi01
195,Zack Greinke,73,2022,38,KCR,AL,4,9,.308,13,3.68,26,26,0,0,0,137.0,157,65,56,14,27,0,73,3,0,7,585,111,4.03,1.343,10.3,0.9,1.8,4.8,2.70,1,greinza01
196,Mark Leiter Jr.,73,2022,31,CHC,NL,2,7,.222,9,3.99,35,4,0,0,3,67.2,52,32,30,10,25,2,73,7,0,5,282,105,4.29,1.138,6.9,1.3,3.3,9.7,2.92,1,leitema02
197,Phil Maton,73,2022,29,HOU,AL,0,2,.000,2,3.84,67,0,0,0,0,65.2,58,34,28,10,24,2,73,8,0,0,281,100,4.33,1.249,7.9,1.4,3.3,10.0,3.04,1,matonph01
198,Rafael Montero,73,2022,31,HOU,AL,5,2,.714,7,2.37,71,0,0,0,14,68.1,47,22,18,3,23,2,73,2,0,1,270,161,2.64,1.024,6.2,0.4,3.0,9.6,3.17,1,montera01
199,Andre Pallante,73,2022,23,STL,NL,6,5,.545,11,3.17,47,10,0,0,0,108.0,113,39,38,9,40,2,73,1,0,4,457,123,3.98,1.417,9.4,0.8,3.3,6.1,1.83,1,pallaan01
200,Jordan Romano,73,2022,29,TOR,AL,5,4,.556,9,2.11,63,0,0,0,36,64.0,44,18,15,4,21,4,73,4,0,0,258,183,2.82,1.016,6.2,0.6,3.0,10.3,3.48,1,romanjo03
