Rk,Player,SO,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Pos,Player-additional
124,Trevor Rogers,97,2024,26,BALMIA,ALNL,2,11,.154,13,4.92,25,25,0,0,0,124.1,140,74,68,14,56,2,97,4,1,1,562,86,4.52,1.576,10.1,1.0,4.1,7.0,1.73,1,rogertr01
125,José Soriano,97,2024,25,LAA,AL,6,7,.462,13,3.42,22,20,0,0,0,113.0,91,50,43,8,45,1,97,9,0,7,468,122,3.80,1.204,7.2,0.6,3.6,7.7,2.16,1,soriajo02
126,Jordan Hicks,96,2024,27,SFG,NL,4,7,.364,11,4.10,29,20,0,0,1,109.2,112,54,50,12,47,0,96,9,2,7,481,95,4.37,1.450,9.2,1.0,3.9,7.9,2.04,1,hicksjo03
127,Kenta Maeda,96,2024,36,DET,AL,3,7,.300,10,6.09,29,17,0,0,0,112.1,124,80,76,22,31,0,96,5,0,3,485,68,4.96,1.380,9.9,1.8,2.5,7.7,3.10,1,maedake01
128,Griffin Jax,95,2024,29,MIN,AL,5,5,.500,10,2.03,72,0,0,0,10,71.0,47,19,16,4,15,1,95,2,0,4,276,207,1.94,0.873,6.0,0.5,1.9,12.0,6.33,1,jaxgr01
129,Jeremiah Estrada,94,2024,25,SDP,NL,6,3,.667,9,2.95,62,0,0,0,1,61.0,42,22,20,4,23,1,94,0,0,5,252,140,2.07,1.066,6.2,0.6,3.4,13.9,4.09,1,estraje01
130,Andre Pallante,94,2024,25,STL,NL,8,8,.500,16,3.78,29,20,0,0,0,121.1,110,55,51,8,48,0,94,2,2,12,509,109,3.71,1.302,8.2,0.6,3.6,7.0,1.96,1,pallaan01
131,Clarke Schmidt,93,2024,28,NYY,AL,5,5,.500,10,2.85,16,16,0,0,0,85.1,71,31,27,8,30,0,93,9,0,2,353,142,3.58,1.184,7.5,0.8,3.2,9.8,3.10,1,schmicl01
132,Joey Estes,92,2024,22,OAK,AL,7,9,.438,16,5.01,25,24,1,1,0,127.2,130,73,71,23,27,1,92,10,0,3,543,79,4.94,1.230,9.2,1.6,1.9,6.5,3.41,1,estesjo01
133,Bowden Francis,92,2024,28,TOR,AL,8,5,.615,13,3.30,27,13,0,0,0,103.2,74,41,38,17,22,0,92,7,1,0,408,125,4.36,0.926,6.4,1.5,1.9,8.0,4.18,1,francbo01
134,Jonathan Cannon,91,2024,23,CHW,AL,5,10,.333,15,4.49,23,21,0,0,1,124.1,125,65,62,18,40,0,91,4,1,2,522,92,4.65,1.327,9.0,1.3,2.9,6.6,2.28,1,cannojo02
135,Dane Dunning,91,2024,29,TEX,AL,5,7,.417,12,5.31,26,15,0,0,0,95.0,97,60,56,18,40,1,91,6,0,2,421,72,5.17,1.442,9.2,1.7,3.8,8.6,2.28,1,dunnida01
136,Justin Martínez,91,2024,22,ARI,NL,5,6,.455,11,2.48,64,0,0,0,8,72.2,59,26,20,2,36,6,91,2,1,8,308,170,2.59,1.307,7.3,0.2,4.5,11.3,2.53,1,martiju01
137,Tylor Megill,91,2024,28,NYM,NL,4,5,.444,9,4.04,16,15,0,0,0,78.0,70,39,35,8,32,0,91,4,0,4,337,98,3.55,1.308,8.1,0.9,3.7,10.5,2.84,1,megilty01
138,Tyler Alexander,90,2024,29,TBR,AL,6,5,.545,11,5.10,23,9,0,0,0,107.2,110,61,61,23,24,1,90,5,0,0,455,78,5.08,1.245,9.2,1.9,2.0,7.5,3.75,1,alexaty01
139,Carlos Carrasco,89,2024,37,CLE,AL,3,10,.231,13,5.64,21,21,0,0,0,103.2,112,68,65,19,33,0,89,5,0,5,447,71,4.93,1.399,9.7,1.6,2.9,7.7,2.70,1,carraca01
140,Jeff Hoffman,89,2024,31,PHI,NL,3,3,.500,6,2.17,68,0,0,0,10,66.1,48,20,16,6,16,1,89,3,0,5,265,194,2.52,0.965,6.5,0.8,2.2,12.1,5.56,1,hoffmje02
141,José Leclerc,89,2024,30,TEX,AL,6,5,.545,11,4.32,64,0,0,0,1,66.2,56,33,32,7,32,1,89,4,2,5,288,88,3.48,1.320,7.6,0.9,4.3,12.0,2.78,1,leclejo01
142,Hayden Birdsong,88,2024,22,SFG,NL,5,6,.455,11,4.75,16,16,0,0,0,72.0,57,39,38,11,43,0,88,4,0,4,315,82,4.67,1.389,7.1,1.4,5.4,11.0,2.05,1,birdsha01
143,Michael Kopech,88,2024,28,CHWLAD,ALNL,6,8,.429,14,3.46,67,0,0,0,15,67.2,44,27,26,9,34,2,88,5,2,6,279,119,4.02,1.153,5.9,1.2,4.5,11.7,2.59,1,kopecmi01
144,A.J. Puk,88,2024,29,ARIMIA,NL,4,9,.308,13,3.15,62,4,0,0,3,71.1,51,31,25,5,28,2,88,2,1,2,294,135,2.87,1.107,6.4,0.6,3.5,11.1,3.14,1,pukaj01
145,Kyle Hendricks,87,2024,34,CHC,NL,4,12,.250,16,5.92,29,24,0,0,0,130.2,147,88,86,21,43,0,87,3,0,0,567,67,4.98,1.454,10.1,1.4,3.0,6.0,2.02,1,hendrky01
146,Erik Miller,87,2024,26,SFG,NL,4,5,.444,9,3.88,73,10,0,0,0,67.1,50,33,29,7,38,0,87,1,0,1,284,101,3.67,1.307,6.7,0.9,5.1,11.6,2.29,1,milleer01
147,Alex Vesia,87,2024,28,LAD,NL,5,4,.556,9,1.76,67,0,0,0,5,66.1,33,19,13,7,33,3,87,1,0,2,263,227,3.45,0.995,4.5,0.9,4.5,11.8,2.64,1,vesiaal01
148,Jon Gray,86,2024,32,TEX,AL,5,6,.455,11,4.47,23,19,0,0,0,102.2,107,54,51,11,28,1,86,0,0,1,439,85,3.70,1.315,9.4,1.0,2.5,7.5,3.07,1,grayjo02
149,Mark Leiter Jr.,86,2024,33,CHCNYY,ALNL,4,5,.444,9,4.50,60,0,0,0,0,58.0,55,34,29,8,22,1,86,3,0,5,256,90,3.29,1.328,8.5,1.2,3.4,13.3,3.91,1,leitema02
150,Kyle Freeland,85,2024,31,COL,NL,5,8,.385,13,5.24,21,21,0,0,0,113.1,134,73,66,22,26,0,85,1,0,1,490,90,4.90,1.412,10.6,1.7,2.1,6.8,3.27,1/H,freelky01
151,Yariel Rodríguez,85,2024,27,TOR,AL,1,8,.111,9,4.47,21,21,0,0,0,86.2,74,46,43,11,40,0,85,3,2,0,368,92,4.34,1.315,7.7,1.1,4.2,8.8,2.13,1,rodriya01
152,Cole Sands,85,2024,26,MIN,AL,9,1,.900,10,3.28,62,0,0,0,4,71.1,59,30,26,6,12,0,85,6,1,3,292,128,2.63,0.995,7.4,0.8,1.5,10.7,7.08,1,sandsco01
153,Michael Tonkin,85,2024,34,MINNYMNYY,ALNL,4,4,.500,8,3.63,57,0,0,0,2,79.1,70,43,32,6,30,1,85,8,1,4,340,113,3.44,1.261,7.9,0.7,3.4,9.6,2.83,1,tonkimi01
154,Kirby Yates,85,2024,37,TEX,AL,7,2,.778,9,1.17,61,0,0,0,33,61.2,23,10,8,3,28,5,85,2,2,1,237,326,2.50,0.827,3.4,0.4,4.1,12.4,3.04,1,yateski01
155,Edwin Díaz,84,2024,30,NYM,NL,6,4,.600,10,3.52,54,0,0,0,20,53.2,36,23,21,7,20,0,84,3,0,3,216,112,3.02,1.043,6.0,1.2,3.4,14.1,4.20,1,diazed04
156,Tanner Scott,84,2024,29,MIASDP,NL,9,6,.600,15,1.75,72,0,0,0,22,72.0,45,20,14,3,36,4,84,1,0,0,294,243,2.92,1.125,5.6,0.4,4.5,10.5,2.33,1,scottta01
157,Michael Soroka,84,2024,26,CHW,AL,0,10,.000,10,4.74,25,9,0,0,0,79.2,66,49,42,13,44,1,84,3,2,2,347,87,4.95,1.381,7.5,1.5,5.0,9.5,1.91,1,sorokmi01
158,Reed Garrett,83,2024,31,NYM,NL,8,5,.615,13,3.77,53,0,0,0,4,57.1,50,28,24,6,30,1,83,2,0,3,247,105,3.31,1.395,7.8,0.9,4.7,13.0,2.77,1,garrere01
159,Jordan Montgomery,83,2024,31,ARI,NL,8,7,.533,15,6.23,25,21,0,0,1,117.0,149,83,81,14,44,3,83,2,0,7,532,67,4.48,1.650,11.5,1.1,3.4,6.4,1.89,1,montgjo01
160,Pedro Avila,82,2024,27,CLESDP,ALNL,6,1,.857,7,3.81,54,0,0,0,1,82.2,73,38,35,8,36,1,82,4,0,7,353,107,3.89,1.319,7.9,0.9,3.9,8.9,2.28,1,avilape01
161,Joe Jiménez,82,2024,29,ATL,NL,1,5,.167,6,2.62,69,0,0,0,3,68.2,45,22,20,2,23,1,82,4,0,0,277,159,2.34,0.990,5.9,0.3,3.0,10.7,3.57,1,jimenjo02
162,Bryse Wilson,82,2024,26,MIL,NL,5,4,.556,9,4.04,34,9,0,0,0,104.2,102,49,47,20,31,0,82,4,1,3,442,103,5.09,1.271,8.8,1.7,2.7,7.1,2.65,1,wilsobr02
163,Jason Adam,81,2024,32,SDPTBR,ALNL,7,2,.778,9,1.95,74,0,0,0,4,73.2,40,20,16,5,23,4,81,6,1,2,282,208,3.03,0.855,4.9,0.6,2.8,9.9,3.52,1,adamja01
164,Carson Fulmer,81,2024,30,LAA,AL,0,5,.000,5,4.15,37,8,0,0,0,86.2,81,45,40,11,40,4,81,5,2,5,379,101,4.50,1.396,8.4,1.1,4.2,8.4,2.03,1,fulmeca01
165,Patrick Sandoval,81,2024,27,LAA,AL,2,8,.200,10,5.08,16,16,0,0,0,79.2,85,49,45,8,35,2,81,3,2,6,353,83,3.87,1.506,9.6,0.9,4.0,9.2,2.31,1,sandopa02
166,Carson Spiers,80,2024,26,CIN,NL,5,7,.417,12,5.46,22,10,0,0,0,90.2,112,59,55,20,27,0,80,5,0,0,410,81,5.33,1.533,11.1,2.0,2.7,7.9,2.96,1,spierca01
167,Ryan Weathers,80,2024,24,MIA,NL,5,6,.455,11,3.63,16,16,0,0,0,86.2,78,39,35,11,24,1,80,9,1,2,367,118,4.11,1.177,8.1,1.1,2.5,8.3,3.33,1,weathry01
168,Logan Allen,79,2024,25,CLE,AL,8,5,.615,13,5.73,20,20,0,0,0,97.1,113,63,62,22,41,0,79,4,0,4,432,70,5.87,1.582,10.4,2.0,3.8,7.3,1.93,1,allenlo02
169,José Buttó,79,2024,26,NYM,NL,7,3,.700,10,2.55,30,7,0,0,3,74.0,41,21,21,6,38,0,79,5,1,2,294,155,3.83,1.068,5.0,0.7,4.6,9.6,2.08,1,buttojo01
170,Ryan Helsley,79,2024,29,STL,NL,7,4,.636,11,2.04,65,0,0,0,49,66.1,50,19,15,3,23,3,79,0,0,1,266,202,2.41,1.101,6.8,0.4,3.1,10.7,3.43,1,helslry01
171,Chris Paddack,79,2024,28,MIN,AL,5,3,.625,8,4.99,17,17,0,0,0,88.1,102,50,49,14,21,0,79,1,0,3,384,84,4.18,1.392,10.4,1.4,2.1,8.0,3.76,1,paddach01
172,Matt Strahm,79,2024,32,PHI,NL,6,2,.750,8,1.87,66,0,0,0,3,62.2,36,14,13,4,11,1,79,6,0,2,237,225,2.29,0.750,5.2,0.6,1.6,11.3,7.18,1,strahma01
173,Gavin Williams,79,2024,24,CLE,AL,3,10,.231,13,4.86,16,16,0,0,0,76.0,72,42,41,7,32,0,79,3,0,2,332,83,3.67,1.368,8.5,0.8,3.8,9.4,2.47,1,williga01
174,Tanner Banks,78,2024,32,CHWPHI,ALNL,2,3,.400,5,3.98,63,2,0,0,2,72.1,69,41,32,6,25,2,78,3,0,0,311,105,3.25,1.300,8.6,0.7,3.1,9.7,3.12,1,banksta01
175,Yu Darvish,78,2024,37,SDP,NL,7,3,.700,10,3.31,16,16,0,0,0,81.2,65,32,30,12,22,0,78,3,0,2,331,124,4.08,1.065,7.2,1.3,2.4,8.6,3.55,1,darviyu01
176,Camilo Doval,78,2024,26,SFG,NL,5,3,.625,8,4.88,62,0,0,0,23,59.0,54,35,32,5,39,2,78,2,0,7,271,80,3.71,1.576,8.2,0.8,5.9,11.9,2.00,1,dovalca01
177,Cole Irvin,78,2024,30,BALMIN,AL,6,6,.500,12,5.11,29,16,0,0,1,111.0,132,71,63,18,29,1,78,6,0,2,492,76,4.81,1.450,10.7,1.5,2.4,6.3,2.69,1,irvinco01
178,Casey Mize,78,2024,27,DET,AL,2,6,.250,8,4.49,22,20,0,0,0,102.1,121,57,51,11,29,0,78,2,1,2,452,93,3.95,1.466,10.6,1.0,2.6,6.9,2.69,1,mizeca01
179,David Festa,77,2024,24,MIN,AL,2,6,.250,8,4.90,14,13,0,0,0,64.1,62,36,35,9,23,0,77,2,1,2,277,86,3.76,1.321,8.7,1.3,3.2,10.8,3.35,1,festada01
180,Kevin Ginkel,77,2024,30,ARI,NL,8,3,.727,11,3.21,72,0,0,0,5,70.0,69,31,25,6,15,0,77,3,0,4,291,131,2.85,1.200,8.9,0.8,1.9,9.9,5.13,1,ginkeke01
181,Tyler Holton,77,2024,28,DET,AL,7,2,.778,9,2.19,66,9,0,0,8,94.1,57,25,23,7,17,1,77,4,0,0,354,189,3.17,0.784,5.4,0.7,1.6,7.3,4.53,1,holtoty01
182,Keider Montero,77,2024,23,DET,AL,6,6,.500,12,4.76,19,16,1,1,0,98.1,100,54,52,19,31,0,77,3,0,2,412,87,5.15,1.332,9.2,1.7,2.8,7.0,2.48,1,monteke01
183,Andrés Muñoz,77,2024,25,SEA,AL,3,7,.300,10,2.12,60,0,0,0,22,59.1,31,16,14,6,26,3,77,3,1,3,232,175,3.35,0.961,4.7,0.9,3.9,11.7,2.96,1,munozan01
184,Trent Thornton,77,2024,30,SEA,AL,4,3,.571,7,3.61,71,0,0,0,1,72.1,63,32,29,8,19,1,77,5,0,4,294,103,3.47,1.134,7.8,1.0,2.4,9.6,4.05,1,thorntr01
185,Derek Law,76,2024,33,WSN,NL,7,4,.636,11,2.60,75,0,0,0,1,90.0,82,31,26,7,24,0,76,1,0,6,365,157,3.32,1.178,8.2,0.7,2.4,7.6,3.17,1,lawde01
186,Dylan Lee,76,2024,29,ATL,NL,4,2,.667,6,2.11,52,0,0,0,0,59.2,49,19,14,7,17,4,76,0,0,0,240,197,3.00,1.106,7.4,1.1,2.6,11.5,4.47,1,leedy01
187,Matthew Liberatore,76,2024,24,STL,NL,3,4,.429,7,4.40,60,6,0,0,0,86.0,81,44,42,11,28,3,76,2,0,3,358,94,4.11,1.267,8.5,1.2,2.9,8.0,2.71,1,liberma01
188,Robert Garcia,75,2024,28,WSN,NL,3,6,.333,9,4.22,72,0,0,0,0,59.2,55,34,28,4,16,1,75,1,0,4,251,97,2.38,1.190,8.3,0.6,2.4,11.3,4.69,1,garciro04
189,Sean Hjelle,75,2024,27,SFG,NL,3,4,.429,7,3.90,58,0,0,0,0,80.2,84,37,35,10,14,2,75,5,0,0,337,100,3.62,1.215,9.4,1.1,1.6,8.4,5.36,1,hjellse01
190,Nick Mears,75,2024,27,COLMIL,NL,1,5,.167,6,5.93,54,0,0,0,0,57.2,61,40,38,7,24,1,75,0,0,3,256,78,3.39,1.474,9.5,1.1,3.7,11.7,3.13,1,mearsni01
191,Orion Kerkering,74,2024,23,PHI,NL,5,3,.625,8,2.29,64,2,0,0,0,63.0,51,20,16,2,17,0,74,8,0,1,257,184,2.42,1.079,7.3,0.3,2.4,10.6,4.35,1,kerkeor01
192,Triston McKenzie,74,2024,26,CLE,AL,3,5,.375,8,5.11,16,16,0,0,0,75.2,69,46,43,19,49,1,74,1,0,5,340,79,6.46,1.559,8.2,2.3,5.8,8.8,1.51,1,mckentr01
193,Nate Pearson,74,2024,27,CHCTOR,ALNL,2,2,.500,4,4.48,60,1,0,0,2,66.1,67,34,33,12,21,0,74,3,0,2,285,91,4.37,1.327,9.1,1.6,2.8,10.0,3.52,1,pearsna01
194,Justin Verlander,74,2024,41,HOU,AL,5,6,.455,11,5.48,17,17,0,0,0,90.1,98,56,55,15,27,0,74,6,1,2,396,74,4.78,1.384,9.8,1.5,2.7,7.4,2.74,1,verlaju01
195,Cooper Criswell,73,2024,27,BOS,AL,6,5,.545,11,4.08,26,18,0,0,0,99.1,103,52,45,10,31,0,73,7,0,2,424,102,4.15,1.349,9.3,0.9,2.8,6.6,2.35,1,criswco01
196,Craig Kimbrel,73,2024,36,BAL,AL,7,5,.583,12,5.33,57,0,0,0,23,52.1,40,35,31,7,31,1,73,5,1,3,232,73,4.18,1.357,6.9,1.2,5.3,12.6,2.35,1,kimbrcr01
197,James Paxton,73,2024,35,BOSLAD,ALNL,9,3,.750,12,4.40,21,21,0,0,0,100.1,95,53,49,12,50,0,73,1,0,4,437,91,4.79,1.445,8.5,1.1,4.5,6.5,1.46,1,paxtoja01
198,Joey Wentz,73,2024,26,DETPIT,ALNL,1,2,.333,3,4.68,46,0,0,0,1,67.1,66,37,35,8,33,1,73,4,2,3,304,89,4.19,1.470,8.8,1.1,4.4,9.8,2.21,1,wentzjo01
199,Declan Cronin,72,2024,26,MIA,NL,3,4,.429,7,4.35,56,0,0,0,0,70.1,75,41,34,1,25,3,72,5,0,1,306,98,2.58,1.422,9.6,0.1,3.2,9.2,2.88,1,cronide01
200,Lucas Erceg,72,2024,29,KCROAK,AL,2,6,.250,8,3.36,61,0,0,0,14,61.2,49,26,23,3,16,2,72,6,1,5,253,121,2.53,1.054,7.2,0.4,2.3,10.5,4.50,1,erceglu01
